quiz_id,enrollment_id,quiz_name,score,taken_at
1205,296,"Quiz 4",45.9,2023-04-20
1206,296,"Quiz 5",30.5,2023-06-10
1207,296,"Quiz 6",57.7,2023-05-29
1208,297,"Quiz 1",100.0,2023-05-13
1209,297,"Quiz 2",82.0,2023-06-12
1210,297,"Quiz 3",77.3,2023-05-13
1211,297,"Quiz 4",97.0,2023-06-01
1212,297,"Quiz 5",86.6,2023-06-02
1213,298,"Quiz 1",91.1,2023-05-19
1214,298,"Quiz 2",95.0,2023-04-30
1215,298,"Quiz 3",82.9,2023-04-24
1216,298,"Quiz 4",68.6,2023-04-15
1217,298,"Quiz 5",90.2,2023-04-18
1218,298,"Quiz 6",94.2,2023-05-05
1219,299,"Quiz 1",89.3,2023-03-28
1220,299,"Quiz 2",94.9,2023-03-30
1221,299,"Quiz 3",86.8,2023-03-27
1222,300,"Quiz 1",51.7,2023-12-08
1223,300,"Quiz 2",70.4,2023-12-10
1224,301,"Quiz 1",37.4,2024-01-18
1225,301,"Quiz 2",33.2,2024-01-13
1226,302,"Quiz 1",95.6,2024-03-06
1227,302,"Quiz 2",64.4,2024-01-19
1228,302,"Quiz 3",95.3,2024-03-19
1229,302,"Quiz 4",71.9,2024-02-27
1230,302,"Quiz 5",86.5,2024-03-19
1231,302,"Quiz 6",69.0,2024-02-09
1232,303,"Quiz 1",90.9,2023-11-17
1233,303,"Quiz 2",86.0,2023-12-16
1234,303,"Quiz 3",96.6,2023-12-15
1235,303,"Quiz 4",100.0,2023-12-12
1236,303,"Quiz 5",89.9,2023-12-14
1237,303,"Quiz 6",86.5,2023-11-27
1238,304,"Quiz 1",65.4,2023-08-08
1239,304,"Quiz 2",60.1,2023-08-14
1240,304,"Quiz 3",50.6,2023-09-02
1241,304,"Quiz 4",37.2,2023-10-25
1242,304,"Quiz 5",63.8,2023-08-24
1243,305,"Quiz 1",80.7,2023-08-15
1244,305,"Quiz 2",91.1,2023-08-08
1245,305,"Quiz 3",92.3,2023-08-03
1246,305,"Quiz 4",100.0,2023-08-16
1247,305,"Quiz 5",81.3,2023-08-21
1248,306,"Quiz 1",85.6,2022-10-21
1249,306,"Quiz 2",100.0,2022-10-16
1250,307,"Quiz 1",89.6,2022-12-10
1251,307,"Quiz 2",82.1,2022-12-19
1252,307,"Quiz 3",54.9,2022-12-07
1253,307,"Quiz 4",83.1,2023-01-28
1254,307,"Quiz 5",68.3,2023-01-17
1255,307,"Quiz 6",81.4,2023-01-11
1256,308,"Quiz 1",26.3,2022-11-22
1257,308,"Quiz 2",31.1,2022-10-20
1258,308,"Quiz 3",42.3,2022-10-08
1259,308,"Quiz 4",22.1,2022-09-21
1260,308,"Quiz 5",30.0,2022-11-28
1261,309,"Quiz 1",82.6,2022-08-26
1262,309,"Quiz 2",74.8,2022-08-03
1263,310,"Quiz 1",100.0,2022-09-20
1264,310,"Quiz 2",86.8,2022-10-06
1265,310,"Quiz 3",100.0,2022-10-14
1266,310,"Quiz 4",80.4,2022-10-01
1267,311,"Quiz 1",39.9,2022-08-31
1268,311,"Quiz 2",24.0,2022-09-19
1269,311,"Quiz 3",32.4,2022-08-31
1270,311,"Quiz 4",44.1,2022-08-30
1271,312,"Quiz 1",90.2,2022-10-09
1272,312,"Quiz 2",100.0,2022-09-06
1273,312,"Quiz 3",100.0,2022-08-25
1274,312,"Quiz 4",88.5,2022-09-08
1275,313,"Quiz 1",84.8,2022-09-24
1276,313,"Quiz 2",93.9,2022-09-04
1277,313,"Quiz 3",52.8,2022-08-27
1278,313,"Quiz 4",84.8,2022-09-30
1279,314,"Quiz 1",33.2,2023-04-07
1280,314,"Quiz 2",45.5,2023-03-18
1281,314,"Quiz 3",45.4,2023-03-23
1282,314,"Quiz 4",37.6,2023-04-19
1283,315,"Quiz 1",70.8,2023-02-11
1284,315,"Quiz 2",92.4,2023-02-20
1285,315,"Quiz 3",100.0,2023-02-01
1286,315,"Quiz 4",81.6,2023-02-20
1287,315,"Quiz 5",98.5,2023-02-13
1288,316,"Quiz 1",55.8,2023-05-02
1289,316,"Quiz 2",59.5,2023-06-11
1290,316,"Quiz 3",39.7,2023-05-26
1291,316,"Quiz 4",46.5,2023-06-18
1292,316,"Quiz 5",46.7,2023-05-17
1293,316,"Quiz 6",41.8,2023-05-28
1294,317,"Quiz 1",63.6,2022-10-20
1295,317,"Quiz 2",68.5,2022-09-29
1296,318,"Quiz 1",32.9,2022-11-29
1297,318,"Quiz 2",38.7,2022-11-22
1298,318,"Quiz 3",15.4,2022-12-13
1299,318,"Quiz 4",45.5,2022-12-23
1300,318,"Quiz 5",23.4,2022-11-20
1301,318,"Quiz 6",34.5,2022-12-21
1302,319,"Quiz 1",81.2,2022-10-24
1303,319,"Quiz 2",65.6,2022-12-12
1304,319,"Quiz 3",87.3,2022-10-19
1305,319,"Quiz 4",93.8,2022-10-24
1306,319,"Quiz 5",90.2,2022-10-13
1307,320,"Quiz 1",81.3,2022-07-09
1308,320,"Quiz 2",99.0,2022-06-27
1309,320,"Quiz 3",100.0,2022-07-23
1310,320,"Quiz 4",80.1,2022-06-22
1311,320,"Quiz 5",93.8,2022-07-23
1312,320,"Quiz 6",88.0,2022-06-27
1313,321,"Quiz 1",94.9,2022-09-06
1314,321,"Quiz 2",100.0,2022-08-28
1315,321,"Quiz 3",91.3,2022-09-23
1316,322,"Quiz 1",81.8,2023-02-22
1317,322,"Quiz 2",83.4,2022-12-23
1318,322,"Quiz 3",88.4,2023-02-17
1319,322,"Quiz 4",78.5,2023-01-05
1320,322,"Quiz 5",91.9,2023-02-04
1321,322,"Quiz 6",93.1,2023-01-31
1322,323,"Quiz 1",7.6,2022-12-30
1323,323,"Quiz 2",48.8,2023-01-17
1324,324,"Quiz 1",91.1,2023-04-16
1325,324,"Quiz 2",87.8,2023-05-08
1326,324,"Quiz 3",97.2,2023-05-16
1327,324,"Quiz 4",80.3,2023-05-13
1328,325,"Quiz 1",49.8,2023-05-25
1329,325,"Quiz 2",61.2,2023-06-25
1330,325,"Quiz 3",61.2,2023-06-04
1331,325,"Quiz 4",43.3,2023-06-10
1332,325,"Quiz 5",50.1,2023-05-14
1333,325,"Quiz 6",48.7,2023-06-28
1334,326,"Quiz 1",93.7,2023-04-18
1335,326,"Quiz 2",77.8,2023-04-07
1336,326,"Quiz 3",91.7,2023-05-15
1337,326,"Quiz 4",70.0,2023-03-10
1338,326,"Quiz 5",76.3,2023-03-02
1339,327,"Quiz 1",90.6,2023-05-07
1340,327,"Quiz 2",77.6,2023-04-30
1341,328,"Quiz 1",71.4,2022-09-20
1342,328,"Quiz 2",87.9,2022-10-18
1343,328,"Quiz 3",90.8,2022-11-10
1344,329,"Quiz 1",85.2,2022-09-27
1345,329,"Quiz 2",72.2,2022-09-25
1346,330,"Quiz 1",72.7,2022-12-06
1347,330,"Quiz 2",79.6,2022-11-30
1348,330,"Quiz 3",73.5,2022-11-07
1349,331,"Quiz 1",24.3,2022-11-09
1350,331,"Quiz 2",39.5,2022-12-08
1351,331,"Quiz 3",48.2,2022-11-18
1352,331,"Quiz 4",24.1,2022-12-08
1353,331,"Quiz 5",28.9,2022-12-21
1354,331,"Quiz 6",59.1,2022-12-12
1355,332,"Quiz 1",80.4,2024-01-20
1356,332,"Quiz 2",81.4,2024-02-08
1357,332,"Quiz 3",64.9,2024-02-08
1358,332,"Quiz 4",85.8,2024-01-19
1359,333,"Quiz 1",82.0,2024-01-02
1360,333,"Quiz 2",85.1,2024-01-30
1361,333,"Quiz 3",88.2,2023-12-22
1362,333,"Quiz 4",84.8,2024-01-04
1363,334,"Quiz 1",98.7,2023-07-07
1364,334,"Quiz 2",69.7,2023-06-22
1365,335,"Quiz 1",83.0,2023-08-11
1366,335,"Quiz 2",78.3,2023-07-30
1367,335,"Quiz 3",77.4,2023-07-21
1368,335,"Quiz 4",78.7,2023-06-28
1369,335,"Quiz 5",81.0,2023-07-05
1370,336,"Quiz 1",75.9,2023-05-09
1371,336,"Quiz 2",71.5,2023-04-13
1372,336,"Quiz 3",93.9,2023-04-02
1373,336,"Quiz 4",100.0,2023-04-26
1374,336,"Quiz 5",81.3,2023-04-09
1375,337,"Quiz 1",31.0,2023-08-13
1376,337,"Quiz 2",18.9,2023-08-28
1377,337,"Quiz 3",24.1,2023-08-15
1378,337,"Quiz 4",30.0,2023-06-09
1379,337,"Quiz 5",39.7,2023-07-28
1380,337,"Quiz 6",37.4,2023-08-08
1381,338,"Quiz 1",100.0,2023-04-28
1382,338,"Quiz 2",91.5,2023-03-29
1383,338,"Quiz 3",80.6,2023-04-20
1384,338,"Quiz 4",93.9,2023-03-30
1385,338,"Quiz 5",84.7,2023-04-23
1386,338,"Quiz 6",92.7,2023-04-02
1387,339,"Quiz 1",97.3,2022-10-11
1388,339,"Quiz 2",72.6,2022-08-20
1389,339,"Quiz 3",86.5,2022-10-05
1390,339,"Quiz 4",82.8,2022-09-13
1391,339,"Quiz 5",93.1,2022-09-13
1392,340,"Quiz 1",86.3,2022-08-15
1393,340,"Quiz 2",92.2,2022-08-18
1394,340,"Quiz 3",72.3,2022-08-24
1395,340,"Quiz 4",80.1,2022-07-25
1396,340,"Quiz 5",86.4,2022-08-10
1397,340,"Quiz 6",97.4,2022-07-30
1398,341,"Quiz 1",77.3,2022-09-02
1399,341,"Quiz 2",95.4,2022-08-24
1400,341,"Quiz 3",99.1,2022-10-19
1401,341,"Quiz 4",79.3,2022-10-07
1402,341,"Quiz 5",97.9,2022-09-25
1403,341,"Quiz 6",97.5,2022-09-12
1404,342,"Quiz 1",82.6,2022-07-09
1405,342,"Quiz 2",88.8,2022-08-21
1406,342,"Quiz 3",99.2,2022-08-19
1407,342,"Quiz 4",90.6,2022-08-01
1408,342,"Quiz 5",82.3,2022-07-08
1409,343,"Quiz 1",93.0,2022-09-03
1410,343,"Quiz 2",84.8,2022-09-16
1411,344,"Quiz 1",83.0,2022-07-11
1412,344,"Quiz 2",67.0,2022-10-09
1413,344,"Quiz 3",51.3,2022-07-17
1414,345,"Quiz 1",100.0,2023-05-30
1415,345,"Quiz 2",79.2,2023-04-10
1416,345,"Quiz 3",89.8,2023-04-09
1417,346,"Quiz 1",27.6,2023-05-05
1418,346,"Quiz 2",14.0,2023-06-01
1419,346,"Quiz 3",41.9,2023-05-20
1420,346,"Quiz 4",44.1,2023-05-17
1421,346,"Quiz 5",19.0,2023-05-17
1422,346,"Quiz 6",23.4,2023-05-13
1423,347,"Quiz 1",93.5,2022-10-07
1424,347,"Quiz 2",81.8,2022-10-07
1425,347,"Quiz 3",85.3,2022-09-28
1426,347,"Quiz 4",74.2,2022-10-06
1427,347,"Quiz 5",93.6,2022-10-09
1428,348,"Quiz 1",82.2,2022-11-12
1429,348,"Quiz 2",95.8,2022-12-13
1430,348,"Quiz 3",73.0,2022-10-09
1431,349,"Quiz 1",51.4,2023-06-24
1432,349,"Quiz 2",51.2,2023-06-28
1433,349,"Quiz 3",30.8,2023-08-10
1434,349,"Quiz 4",46.3,2023-07-27
1435,349,"Quiz 5",47.3,2023-08-26
1436,350,"Quiz 1",61.3,2023-06-05
1437,350,"Quiz 2",89.9,2023-06-13
1438,350,"Quiz 3",69.9,2023-05-23
1439,350,"Quiz 4",64.1,2023-06-13
1440,350,"Quiz 5",71.8,2023-06-16
1441,350,"Quiz 6",76.2,2023-06-21
1442,351,"Quiz 1",91.7,2023-01-22
1443,351,"Quiz 2",71.5,2023-03-12
1444,352,"Quiz 1",100.0,2023-12-25
1445,352,"Quiz 2",68.4,2023-12-30
1446,352,"Quiz 3",73.6,2024-01-16
1447,352,"Quiz 4",78.1,2024-01-08
1448,353,"Quiz 1",62.8,2023-07-16
1449,353,"Quiz 2",79.1,2023-07-23
1450,353,"Quiz 3",63.0,2023-08-13
1451,353,"Quiz 4",66.6,2023-07-15
1452,353,"Quiz 5",88.0,2023-08-25
1453,354,"Quiz 1",81.8,2023-08-29
1454,354,"Quiz 2",70.8,2023-09-04
1455,354,"Quiz 3",70.8,2023-08-29
1456,354,"Quiz 4",83.4,2023-09-06
1457,354,"Quiz 5",81.1,2023-08-26
1458,354,"Quiz 6",84.6,2023-09-07
1459,355,"Quiz 1",33.3,2022-12-23
1460,355,"Quiz 2",55.3,2023-01-01
1461,356,"Quiz 1",90.3,2022-10-27
1462,356,"Quiz 2",100.0,2022-12-06
1463,356,"Quiz 3",95.5,2022-11-21
1464,356,"Quiz 4",100.0,2022-10-30
1465,356,"Quiz 5",75.5,2022-12-03
1466,356,"Quiz 6",89.2,2022-10-28
1467,357,"Quiz 1",100.0,2023-01-08
1468,357,"Quiz 2",80.0,2023-01-19
1469,357,"Quiz 3",88.2,2023-01-11
1470,357,"Quiz 4",98.9,2023-01-09
1471,357,"Quiz 5",67.4,2023-01-18
1472,358,"Quiz 1",100.0,2023-04-03
1473,358,"Quiz 2",81.9,2023-03-30
1474,358,"Quiz 3",100.0,2023-03-17
1475,358,"Quiz 4",96.7,2023-02-28
1476,358,"Quiz 5",74.7,2023-04-18
1477,359,"Quiz 1",40.7,2022-08-08
1478,359,"Quiz 2",59.7,2022-08-31
1479,359,"Quiz 3",43.5,2022-08-17
1480,359,"Quiz 4",37.3,2022-08-10
1481,360,"Quiz 1",96.0,2023-10-05
1482,360,"Quiz 2",83.0,2023-11-10
1483,361,"Quiz 1",30.4,2023-09-10
1484,361,"Quiz 2",43.0,2023-11-01
1485,361,"Quiz 3",36.5,2023-10-19
1486,362,"Quiz 1",80.8,2023-10-04
1487,362,"Quiz 2",88.5,2023-10-02
1488,362,"Quiz 3",81.9,2023-09-19
1489,362,"Quiz 4",75.8,2023-10-06
1490,362,"Quiz 5",96.7,2023-09-10
1491,363,"Quiz 1",76.4,2024-01-16
1492,363,"Quiz 2",100.0,2023-12-29
1493,363,"Quiz 3",92.7,2023-12-21
1494,364,"Quiz 1",30.5,2024-03-23
1495,364,"Quiz 2",36.9,2024-03-28
1496,365,"Quiz 1",22.9,2024-03-14
1497,365,"Quiz 2",55.4,2024-03-05
1498,366,"Quiz 1",65.6,2024-04-04
1499,366,"Quiz 2",92.9,2024-02-17
1500,366,"Quiz 3",80.2,2024-04-11
1501,367,"Quiz 1",88.8,2024-01-31
1502,367,"Quiz 2",69.1,2024-02-06
1503,367,"Quiz 3",84.9,2024-02-21
1504,367,"Quiz 4",100.0,2024-01-15
1505,367,"Quiz 5",76.7,2024-01-23
1506,367,"Quiz 6",81.6,2024-02-16
1507,368,"Quiz 1",42.1,2023-01-05
1508,368,"Quiz 2",39.1,2023-01-08
1509,368,"Quiz 3",57.4,2022-12-25
1510,369,"Quiz 1",92.6,2022-12-07
1511,369,"Quiz 2",90.3,2023-01-19
1512,370,"Quiz 1",42.2,2022-11-11
1513,370,"Quiz 2",26.4,2022-11-11
1514,370,"Quiz 3",9.5,2022-12-05
1515,370,"Quiz 4",23.4,2022-11-23
1516,370,"Quiz 5",25.2,2022-11-29
1517,371,"Quiz 1",21.9,2023-10-19
1518,371,"Quiz 2",29.4,2023-10-10
1519,371,"Quiz 3",23.5,2023-09-16
1520,371,"Quiz 4",22.0,2023-08-27
1521,371,"Quiz 5",25.7,2023-09-15
1522,372,"Quiz 1",78.1,2023-09-11
1523,372,"Quiz 2",78.3,2023-09-30
1524,372,"Quiz 3",82.4,2023-09-11
1525,372,"Quiz 4",93.7,2023-09-27
1526,373,"Quiz 1",67.6,2023-09-20
1527,373,"Quiz 2",65.0,2023-10-21
1528,373,"Quiz 3",68.4,2023-11-10
1529,374,"Quiz 1",25.9,2023-12-04
1530,374,"Quiz 2",42.1,2024-01-06
1531,375,"Quiz 1",16.1,2024-04-18
1532,375,"Quiz 2",0.0,2024-03-09
1533,376,"Quiz 1",100.0,2024-03-02
1534,376,"Quiz 2",68.6,2024-03-01
1535,376,"Quiz 3",86.5,2024-03-10
1536,376,"Quiz 4",88.5,2024-03-17
1537,376,"Quiz 5",84.3,2024-02-25
1538,376,"Quiz 6",80.8,2024-03-12
1539,377,"Quiz 1",40.1,2023-03-11
1540,377,"Quiz 2",12.0,2023-03-18
1541,377,"Quiz 3",41.9,2023-03-25
1542,377,"Quiz 4",46.9,2023-04-04
1543,377,"Quiz 5",28.0,2023-04-25
1544,377,"Quiz 6",38.7,2023-03-29
1545,378,"Quiz 1",80.9,2023-06-08
1546,378,"Quiz 2",75.9,2023-06-05
1547,379,"Quiz 1",90.7,2023-06-03
1548,379,"Quiz 2",96.0,2023-06-04
1549,379,"Quiz 3",78.4,2023-04-28
1550,379,"Quiz 4",79.0,2023-05-28
1551,379,"Quiz 5",74.2,2023-05-31
1552,380,"Quiz 1",13.8,2023-11-17
1553,380,"Quiz 2",0.0,2023-11-07
1554,380,"Quiz 3",25.9,2023-11-05
1555,381,"Quiz 1",39.3,2023-03-20
1556,381,"Quiz 2",50.6,2023-04-01
1557,382,"Quiz 1",94.6,2023-04-09
1558,382,"Quiz 2",78.7,2023-04-22
1559,382,"Quiz 3",95.2,2023-05-15
1560,383,"Quiz 1",80.2,2023-05-08
1561,383,"Quiz 2",91.9,2023-06-09
1562,383,"Quiz 3",87.5,2023-06-02
1563,383,"Quiz 4",80.6,2023-05-06
1564,384,"Quiz 1",79.4,2022-06-29
1565,384,"Quiz 2",65.2,2022-08-01
1566,384,"Quiz 3",56.0,2022-08-23
1567,384,"Quiz 4",73.7,2022-08-07
1568,385,"Quiz 1",93.8,2023-04-15
1569,385,"Quiz 2",90.5,2023-05-10
1570,385,"Quiz 3",96.0,2023-05-05
1571,386,"Quiz 1",44.5,2023-04-09
1572,386,"Quiz 2",93.4,2023-04-13
1573,386,"Quiz 3",41.0,2023-05-21
1574,387,"Quiz 1",89.7,2023-04-06
1575,387,"Quiz 2",100.0,2023-04-05
1576,388,"Quiz 1",32.1,2023-04-18
1577,388,"Quiz 2",74.1,2023-05-05
1578,388,"Quiz 3",46.7,2023-04-12
1579,388,"Quiz 4",57.1,2023-05-10
1580,388,"Quiz 5",55.4,2023-04-24
1581,389,"Quiz 1",70.0,2022-08-25
1582,389,"Quiz 2",95.6,2022-08-30
1583,389,"Quiz 3",47.2,2022-09-30
1584,390,"Quiz 1",79.5,2022-08-13
1585,390,"Quiz 2",100.0,2022-08-03
1586,390,"Quiz 3",72.6,2022-08-04
1587,390,"Quiz 4",73.7,2022-08-22
1588,390,"Quiz 5",100.0,2022-08-13
1589,391,"Quiz 1",42.9,2023-02-28
1590,391,"Quiz 2",26.5,2023-02-28
1591,391,"Quiz 3",26.1,2023-03-02
1592,391,"Quiz 4",23.8,2023-03-27
1593,391,"Quiz 5",42.7,2023-03-14
1594,391,"Quiz 6",32.5,2023-03-12
1595,392,"Quiz 1",46.7,2023-05-21
1596,392,"Quiz 2",70.2,2023-05-15
1597,393,"Quiz 1",96.3,2023-02-15
1598,393,"Quiz 2",73.7,2023-02-12
1599,393,"Quiz 3",77.7,2023-02-02
1600,393,"Quiz 4",100.0,2023-02-06
1601,394,"Quiz 1",99.0,2023-06-02
1602,394,"Quiz 2",79.8,2023-05-19
1603,394,"Quiz 3",65.2,2023-05-19
1604,394,"Quiz 4",74.8,2023-05-18
1605,394,"Quiz 5",79.3,2023-05-09
1606,394,"Quiz 6",77.1,2023-05-19
1607,395,"Quiz 1",100.0,2023-03-24
1608,395,"Quiz 2",92.0,2023-04-05
1609,396,"Quiz 1",98.7,2023-06-11
1610,396,"Quiz 2",64.6,2023-06-14
1611,396,"Quiz 3",75.5,2023-05-20
1612,396,"Quiz 4",85.0,2023-04-01
1613,396,"Quiz 5",100.0,2023-06-12
1614,396,"Quiz 6",73.4,2023-03-29
1615,397,"Quiz 1",52.7,2023-01-07
1616,397,"Quiz 2",61.3,2023-03-16
1617,397,"Quiz 3",63.5,2023-03-01
1618,397,"Quiz 4",57.4,2023-03-22
1619,397,"Quiz 5",43.0,2023-01-10
1620,397,"Quiz 6",63.7,2023-03-11
1621,398,"Quiz 1",23.0,2023-11-28
1622,398,"Quiz 2",22.0,2023-11-07
1623,398,"Quiz 3",28.6,2023-10-09
1624,399,"Quiz 1",82.3,2023-12-03
1625,399,"Quiz 2",91.9,2023-11-19
1626,400,"Quiz 1",98.0,2022-08-29
1627,400,"Quiz 2",98.1,2022-08-23
1628,400,"Quiz 3",100.0,2022-08-25
1629,400,"Quiz 4",100.0,2022-08-17
1630,400,"Quiz 5",87.5,2022-09-01
1631,400,"Quiz 6",99.6,2022-08-15
1632,401,"Quiz 1",61.7,2022-10-29
1633,401,"Quiz 2",56.3,2022-10-11
1634,402,"Quiz 1",85.8,2022-09-14
1635,402,"Quiz 2",100.0,2022-10-12
1636,403,"Quiz 1",99.6,2022-08-19
1637,403,"Quiz 2",77.9,2022-08-07
1638,403,"Quiz 3",89.7,2022-08-09
1639,403,"Quiz 4",100.0,2022-08-08
1640,404,"Quiz 1",45.7,2023-10-10
1641,404,"Quiz 2",25.3,2023-09-11
1642,404,"Quiz 3",22.4,2023-10-07
1643,404,"Quiz 4",30.2,2023-10-05
1644,405,"Quiz 1",100.0,2023-11-05
1645,405,"Quiz 2",90.8,2023-11-06
1646,405,"Quiz 3",93.3,2023-10-25
1647,405,"Quiz 4",94.1,2023-10-12
1648,405,"Quiz 5",100.0,2023-11-08
1649,405,"Quiz 6",89.3,2023-11-21
1650,406,"Quiz 1",42.8,2023-10-18
1651,406,"Quiz 2",48.6,2023-09-23
1652,406,"Quiz 3",40.1,2023-08-17
1653,407,"Quiz 1",36.2,2023-09-27
1654,407,"Quiz 2",61.0,2023-09-10
1655,407,"Quiz 3",44.6,2023-09-10
1656,407,"Quiz 4",17.7,2023-10-06
1657,407,"Quiz 5",23.3,2023-10-26
1658,408,"Quiz 1",87.2,2023-10-20
1659,408,"Quiz 2",87.1,2023-09-29
1660,408,"Quiz 3",91.0,2023-10-09
1661,408,"Quiz 4",87.6,2023-09-27
1662,409,"Quiz 1",86.5,2023-07-30
1663,409,"Quiz 2",84.4,2023-08-08
1664,409,"Quiz 3",100.0,2023-08-13
1665,409,"Quiz 4",79.8,2023-08-28
1666,410,"Quiz 1",94.4,2023-08-07
1667,410,"Quiz 2",54.3,2023-09-10
1668,410,"Quiz 3",85.5,2023-08-29
1669,411,"Quiz 1",87.9,2023-07-28
1670,411,"Quiz 2",87.1,2023-07-29
1671,411,"Quiz 3",97.0,2023-08-02
1672,411,"Quiz 4",87.4,2023-07-04
1673,411,"Quiz 5",92.8,2023-07-04
1674,411,"Quiz 6",71.5,2023-07-09
1675,412,"Quiz 1",92.9,2023-09-25
1676,412,"Quiz 2",100.0,2023-10-12
1677,412,"Quiz 3",75.9,2023-10-08
1678,412,"Quiz 4",93.9,2023-11-02
1679,413,"Quiz 1",0.3,2023-04-29
1680,413,"Quiz 2",15.1,2023-05-05
1681,413,"Quiz 3",11.3,2023-07-10
1682,413,"Quiz 4",20.0,2023-05-24
1683,413,"Quiz 5",30.6,2023-04-18
1684,413,"Quiz 6",32.7,2023-05-06
1685,414,"Quiz 1",86.3,2023-04-21
1686,414,"Quiz 2",85.3,2023-04-07
1687,414,"Quiz 3",81.6,2023-04-25
1688,415,"Quiz 1",46.3,2023-05-03
1689,415,"Quiz 2",47.1,2023-05-14
1690,415,"Quiz 3",51.0,2023-06-15
1691,415,"Quiz 4",67.8,2023-04-30
1692,415,"Quiz 5",39.4,2023-05-25
1693,415,"Quiz 6",48.1,2023-06-29
1694,416,"Quiz 1",42.5,2022-09-12
1695,416,"Quiz 2",38.9,2022-08-09
1696,416,"Quiz 3",40.6,2022-09-04
1697,416,"Quiz 4",42.5,2022-09-19
1698,416,"Quiz 5",40.6,2022-08-17
1699,417,"Quiz 1",83.4,2022-08-04
1700,417,"Quiz 2",100.0,2022-09-10
1701,417,"Quiz 3",89.3,2022-08-12
1702,417,"Quiz 4",90.6,2022-08-22
1703,417,"Quiz 5",99.3,2022-08-05
1704,417,"Quiz 6",88.2,2022-08-31
1705,418,"Quiz 1",28.2,2022-07-22
1706,418,"Quiz 2",19.0,2022-06-12
1707,418,"Quiz 3",3.5,2022-06-14
1708,418,"Quiz 4",36.7,2022-07-02
1709,418,"Quiz 5",29.6,2022-07-28
1710,419,"Quiz 1",77.1,2022-12-12
1711,419,"Quiz 2",78.7,2022-12-14
1712,419,"Quiz 3",100.0,2022-12-21
1713,419,"Quiz 4",97.0,2022-12-10
1714,420,"Quiz 1",82.4,2023-02-16
1715,420,"Quiz 2",79.6,2023-03-18
1716,420,"Quiz 3",100.0,2023-03-12
1717,420,"Quiz 4",100.0,2023-03-16
1718,420,"Quiz 5",87.8,2023-02-22
1719,421,"Quiz 1",71.8,2023-01-22
1720,421,"Quiz 2",100.0,2023-01-25
1721,422,"Quiz 1",14.5,2023-01-01
1722,422,"Quiz 2",14.3,2022-12-19
1723,423,"Quiz 1",88.7,2022-11-07
1724,423,"Quiz 2",89.5,2022-11-30
1725,423,"Quiz 3",73.7,2022-11-08
1726,423,"Quiz 4",92.5,2022-11-23
1727,423,"Quiz 5",92.9,2022-11-28
1728,423,"Quiz 6",56.7,2022-11-12
1729,424,"Quiz 1",42.7,2022-10-06
1730,424,"Quiz 2",40.3,2022-11-30
1731,425,"Quiz 1",13.9,2022-10-03
1732,425,"Quiz 2",9.4,2022-10-16
1733,425,"Quiz 3",18.6,2022-08-21
1734,425,"Quiz 4",37.4,2022-10-07
1735,425,"Quiz 5",25.4,2022-10-03
1736,425,"Quiz 6",2.4,2022-08-27
1737,426,"Quiz 1",92.5,2022-08-06
1738,426,"Quiz 2",84.0,2022-08-27
1739,426,"Quiz 3",64.8,2022-07-31
1740,427,"Quiz 1",34.9,2022-09-29
1741,427,"Quiz 2",15.1,2022-09-09
1742,427,"Quiz 3",19.2,2022-09-20
1743,427,"Quiz 4",40.3,2022-09-07
1744,427,"Quiz 5",14.4,2022-08-09
1745,427,"Quiz 6",21.2,2022-09-19
1746,428,"Quiz 1",89.6,2022-07-10
1747,428,"Quiz 2",48.3,2022-05-17
1748,428,"Quiz 3",91.7,2022-06-18
1749,428,"Quiz 4",84.8,2022-04-30
1750,429,"Quiz 1",45.3,2023-11-11
1751,429,"Quiz 2",39.4,2023-11-23
1752,429,"Quiz 3",60.6,2023-11-15
1753,430,"Quiz 1",87.0,2024-02-09
1754,430,"Quiz 2",82.1,2024-01-05
1755,430,"Quiz 3",94.8,2023-11-20
1756,430,"Quiz 4",66.5,2023-12-11
1757,430,"Quiz 5",74.6,2024-01-17
1758,431,"Quiz 1",100.0,2023-12-20
1759,431,"Quiz 2",85.9,2023-12-31
1760,431,"Quiz 3",100.0,2024-01-11
1761,431,"Quiz 4",86.5,2024-02-07
1762,431,"Quiz 5",84.4,2023-12-26
1763,432,"Quiz 1",94.0,2024-01-20
1764,432,"Quiz 2",84.0,2024-01-16
1765,432,"Quiz 3",65.1,2024-01-01
1766,432,"Quiz 4",99.7,2024-01-28
1767,433,"Quiz 1",100.0,2023-08-17
1768,433,"Quiz 2",89.8,2023-08-19
1769,433,"Quiz 3",66.7,2023-08-11
1770,433,"Quiz 4",95.8,2023-08-16
1771,434,"Quiz 1",93.3,2023-05-13
1772,434,"Quiz 2",89.8,2023-05-31
1773,434,"Quiz 3",90.8,2023-04-23
1774,434,"Quiz 4",76.6,2023-04-27
1775,435,"Quiz 1",100.0,2023-07-13
1776,435,"Quiz 2",100.0,2023-07-13
1777,436,"Quiz 1",82.8,2023-08-10
1778,436,"Quiz 2",80.6,2023-08-02
1779,436,"Quiz 3",95.3,2023-07-25
1780,437,"Quiz 1",11.8,2023-10-03
1781,437,"Quiz 2",24.6,2023-11-20
1782,437,"Quiz 3",33.0,2023-11-09
1783,437,"Quiz 4",19.8,2023-09-15
1784,437,"Quiz 5",13.4,2023-09-01
1785,437,"Quiz 6",19.3,2023-10-09
1786,438,"Quiz 1",69.6,2023-06-21
