log_id,enrollment_id,week_number,videos_watched,quizzes_taken,quiz_avg_score,forum_posts,hours_spent
3971,615,5,3,2,75.0,4,8.2
3972,615,6,5,4,85.6,2,6.3
3973,615,7,5,2,89.4,1,6.2
3974,615,8,4,1,90.0,0,7.1
3975,615,9,5,4,100.0,4,5.8
3976,615,10,1,2,84.0,0,8.4
3977,615,11,2,0,,4,7.8
3978,615,12,0,0,,0,5.1
3979,616,1,3,1,73.7,4,4.7
3980,616,2,5,4,111.1,1,8.4
3981,616,3,0,0,,4,3.1
3982,616,4,1,4,88.9,2,5.0
3983,616,5,4,4,81.6,0,6.3
3984,616,6,5,4,74.8,3,4.7
3985,616,7,1,0,,0,6.2
3986,617,1,1,0,,0,3.3
3987,617,2,3,0,,0,0.0
3988,617,3,2,0,,1,3.0
3989,618,1,0,1,43.2,0,0.5
3990,618,2,0,0,,0,2.8
3991,618,3,2,0,,0,0.0
3992,619,1,4,2,93.4,1,5.0
3993,619,2,2,1,98.6,2,4.9
3994,619,3,2,2,86.7,1,4.5
3995,619,4,6,3,91.7,3,2.8
3996,619,5,4,0,,0,9.1
3997,619,6,1,1,97.9,0,5.6
3998,619,7,5,4,91.0,0,5.0
3999,619,8,0,2,100.6,2,5.2
4000,620,1,0,0,,1,1.1
4001,620,2,0,2,52.0,2,3.6
4002,620,3,1,1,69.0,0,4.7
4003,620,4,3,1,63.3,2,4.9
4004,620,5,2,2,59.9,1,7.0
4005,620,6,1,2,67.0,1,2.2
4006,620,7,3,1,70.6,0,2.9
4007,621,1,1,1,61.0,1,3.0
4008,621,2,0,1,34.0,1,4.6
4009,621,3,0,0,,0,1.1
4010,621,4,2,0,,0,4.7
4011,622,1,4,1,66.8,4,1.0
4012,622,2,6,1,95.4,0,8.2
4013,622,3,5,4,92.8,4,6.4
4014,622,4,3,1,95.9,3,9.4
4015,622,5,2,4,88.0,2,6.1
4016,622,6,1,0,,0,6.1
4017,622,7,4,3,97.1,1,3.9
4018,622,8,4,3,89.7,3,9.0
4019,622,9,5,1,74.6,1,6.2
4020,622,10,5,3,87.3,2,7.0
4021,622,11,2,2,103.2,0,7.7
4022,622,12,2,0,,0,3.2
4023,623,1,1,2,105.5,1,8.0
4024,623,2,1,3,80.0,2,6.9
4025,623,3,3,4,77.8,1,7.5
4026,623,4,6,4,79.6,0,8.2
4027,623,5,1,0,,3,3.7
4028,623,6,6,3,75.5,3,3.5
4029,623,7,5,2,96.8,0,6.1
4030,623,8,2,2,88.6,0,7.5
4031,623,9,3,0,,3,4.0
4032,623,10,0,0,,4,7.7
4033,624,1,0,1,44.2,0,3.0
4034,624,2,3,2,51.3,1,5.7
4035,624,3,1,0,,1,5.0
4036,625,1,3,2,100.3,1,5.1
4037,625,2,0,2,96.4,3,7.2
4038,625,3,2,1,89.8,4,3.7
4039,625,4,0,0,,2,8.6
4040,626,1,0,0,,0,4.3
4041,626,2,2,0,,0,2.5
4042,626,3,0,1,51.2,0,1.6
4043,627,1,3,1,48.9,1,0.8
4044,627,2,0,0,,0,4.2
4045,627,3,3,2,54.6,1,2.0
4046,627,4,2,1,47.8,1,3.9
4047,627,5,2,2,79.8,0,7.5
4048,628,1,3,0,,0,5.1
4049,628,2,4,0,,1,1.3
4050,628,3,0,0,,2,5.0
4051,628,4,4,2,54.6,2,3.1
4052,628,5,1,0,,2,6.6
4053,628,6,3,0,,2,4.1
4054,628,7,0,2,65.6,2,8.0
4055,628,8,3,2,79.6,0,1.7
4056,628,9,3,0,,2,5.7
4057,628,10,3,0,,0,3.2
4058,629,1,4,0,,4,4.2
4059,629,2,6,2,94.3,3,0.8
4060,629,3,3,1,110.8,4,7.4
4061,629,4,0,0,,3,6.2
4062,629,5,4,4,103.3,4,8.8
4063,630,1,6,3,97.1,2,7.0
4064,630,2,3,0,,2,6.0
4065,630,3,1,2,70.3,1,3.8
4066,630,4,4,4,83.3,4,8.5
4067,630,5,5,0,,3,7.2
4068,630,6,4,3,75.6,2,4.3
4069,630,7,4,1,89.7,3,4.6
4070,630,8,6,4,103.0,0,4.2
4071,631,1,3,3,108.7,1,8.5
4072,631,2,2,0,,0,3.5
4073,631,3,3,4,90.6,1,6.8
4074,631,4,5,4,95.3,2,5.7
4075,632,1,6,1,103.7,3,4.7
4076,632,2,2,1,94.0,2,7.2
4077,632,3,6,0,,2,5.2
4078,632,4,4,0,,1,5.2
4079,632,5,1,1,90.3,0,8.3
4080,632,6,2,3,92.3,0,4.3
4081,633,1,4,2,95.5,0,2.6
4082,633,2,6,1,100.0,4,7.6
4083,633,3,0,1,73.9,0,6.5
4084,633,4,6,3,85.1,3,7.9
4085,633,5,0,1,92.8,4,7.0
4086,633,6,5,1,82.1,2,3.6
4087,633,7,3,2,87.3,2,8.5
4088,633,8,1,0,,2,4.8
4089,633,9,2,4,96.4,2,11.0
4090,633,10,1,2,98.3,3,8.3
4091,634,1,4,0,,1,5.3
4092,634,2,5,1,97.6,2,8.1
4093,634,3,2,0,,3,8.7
4094,634,4,0,3,100.5,3,9.2
4095,634,5,2,0,,1,6.5
4096,634,6,0,0,,1,4.8
4097,634,7,2,4,86.6,0,3.4
4098,634,8,1,0,,3,6.7
4099,634,9,1,0,,4,4.2
4100,634,10,6,1,77.7,4,5.6
4101,635,1,1,1,101.3,3,6.7
4102,635,2,4,1,90.9,1,3.1
4103,635,3,3,2,89.0,1,5.4
4104,635,4,2,4,91.0,4,4.5
4105,635,5,4,3,104.6,1,9.6
4106,635,6,0,3,75.2,1,7.8
4107,635,7,4,0,,0,8.5
4108,635,8,1,3,102.6,2,5.6
4109,635,9,2,3,87.3,4,4.2
4110,635,10,2,1,89.5,3,4.4
4111,636,1,3,4,82.6,3,6.3
4112,636,2,4,4,89.3,4,8.2
4113,636,3,2,3,85.3,0,8.0
4114,636,4,3,0,,1,8.0
4115,636,5,4,3,83.2,1,4.9
4116,636,6,4,0,,4,5.7
4117,636,7,1,4,91.6,3,4.9
4118,637,1,1,0,,0,1.2
4119,638,1,0,1,92.6,2,8.0
4120,638,2,1,2,101.3,2,7.7
4121,638,3,0,0,,4,7.0
4122,638,4,4,0,,4,4.5
4123,638,5,0,4,87.3,3,9.1
4124,638,6,3,0,,4,6.1
4125,638,7,6,3,68.7,2,6.4
4126,638,8,1,0,,3,5.1
4127,638,9,0,3,91.0,2,7.3
4128,638,10,3,4,92.6,4,4.5
4129,638,11,3,3,97.7,1,5.0
4130,638,12,0,0,,2,4.7
4131,638,13,0,0,,0,8.3
4132,638,14,0,0,,3,4.8
4133,639,1,4,3,98.8,1,8.9
4134,639,2,5,4,91.9,1,6.7
4135,639,3,4,3,80.8,4,8.1
4136,639,4,3,2,81.1,2,3.6
4137,639,5,5,1,97.1,4,4.5
4138,639,6,6,3,89.9,1,4.5
4139,639,7,2,1,78.8,4,8.0
4140,639,8,6,2,87.1,2,4.9
4141,639,9,0,3,88.0,1,7.8
4142,639,10,3,2,107.2,2,6.9
4143,640,1,1,1,29.6,0,2.2
4144,640,2,0,1,17.8,1,1.5
4145,641,1,1,2,83.9,0,6.0
4146,641,2,5,2,82.6,0,6.5
4147,641,3,4,4,80.5,1,5.0
4148,641,4,2,2,90.8,3,4.3
4149,641,5,5,4,106.6,0,8.7
4150,641,6,5,0,,4,3.9
4151,641,7,0,4,101.1,2,4.2
4152,641,8,4,4,95.6,4,4.4
4153,642,1,0,0,,0,0.9
4154,642,2,0,1,26.2,0,1.5
4155,642,3,1,1,30.3,0,0.9
4156,643,1,1,3,90.2,0,3.5
4157,643,2,2,3,91.4,1,7.9
4158,643,3,3,1,95.1,3,5.7
4159,643,4,2,2,92.7,1,2.9
4160,643,5,3,3,75.3,3,4.3
4161,643,6,5,4,81.9,3,3.9
4162,643,7,3,3,83.3,2,5.5
4163,643,8,2,3,98.6,2,7.4
4164,643,9,0,0,,4,5.7
4165,643,10,1,4,118.7,3,5.7
4166,643,11,0,2,100.4,3,5.5
4167,643,12,2,0,,4,6.5
4168,643,13,1,4,99.4,4,7.1
4169,643,14,2,4,91.0,2,6.5
4170,644,1,0,0,,1,4.3
4171,644,2,0,1,35.7,0,3.7
4172,645,1,0,4,77.6,2,7.5
4173,645,2,2,3,96.5,1,4.7
4174,645,3,6,0,,0,6.5
4175,645,4,4,0,,3,6.6
4176,645,5,4,1,79.2,0,5.2
4177,645,6,3,3,103.7,2,7.4
4178,645,7,2,4,95.8,3,4.6
4179,645,8,3,1,84.6,2,7.4
4180,646,1,5,4,87.3,4,4.1
4181,646,2,0,2,97.0,3,3.6
4182,646,3,4,4,81.5,4,5.7
4183,646,4,4,1,109.2,2,5.8
4184,646,5,3,0,,2,6.8
4185,646,6,5,1,96.1,1,7.0
4186,646,7,6,3,78.5,0,6.9
4187,646,8,1,1,73.8,1,7.2
4188,646,9,3,3,86.6,4,4.5
4189,646,10,6,3,93.2,3,5.0
4190,647,1,0,0,,0,0.7
4191,648,1,0,2,69.8,2,6.5
4192,648,2,4,3,79.0,3,9.5
4193,648,3,1,1,78.7,3,6.5
4194,648,4,0,2,69.8,0,1.5
4195,648,5,1,2,69.7,3,6.3
4196,648,6,4,1,91.9,3,4.5
4197,649,1,1,0,,0,0.0
4198,650,1,1,1,11.0,0,3.2
4199,651,1,2,0,,1,3.9
4200,651,2,0,2,76.6,2,3.1
4201,651,3,0,0,,2,3.5
4202,651,4,0,0,,0,3.8
4203,652,1,4,0,,0,7.4
4204,652,2,4,0,,0,5.1
4205,652,3,3,2,95.2,1,5.0
4206,652,4,1,3,99.8,3,7.7
4207,652,5,0,2,104.7,3,4.6
4208,652,6,4,2,97.9,3,5.1
4209,653,1,4,0,,3,4.2
4210,653,2,0,2,69.7,2,5.6
4211,653,3,0,4,91.5,1,7.8
4212,653,4,5,2,103.3,2,8.9
4213,653,5,1,0,,3,8.7
4214,653,6,5,4,79.4,1,6.1
4215,653,7,5,2,86.1,0,7.9
4216,653,8,5,1,80.2,0,4.7
4217,653,9,3,2,110.8,2,5.7
4218,654,1,4,4,105.5,1,9.8
4219,654,2,6,2,87.0,0,4.6
4220,654,3,6,1,89.4,2,4.4
4221,654,4,0,1,58.4,3,2.4
4222,654,5,1,2,79.0,0,3.2
4223,654,6,4,2,105.1,0,7.9
4224,654,7,6,4,97.7,1,4.9
4225,654,8,2,3,78.1,0,4.8
4226,654,9,5,0,,2,8.0
4227,654,10,2,0,,1,5.0
4228,655,1,1,2,73.8,4,5.4
4229,655,2,1,1,79.0,4,6.3
4230,655,3,5,1,76.1,3,4.1
4231,655,4,1,3,94.6,1,5.7
4232,656,1,0,1,85.3,4,3.3
4233,656,2,4,4,87.8,4,5.4
4234,656,3,5,3,77.2,2,6.4
4235,656,4,0,4,84.5,0,4.2
4236,656,5,0,4,72.0,1,7.3
4237,656,6,2,3,93.0,4,5.6
4238,656,7,0,3,74.7,1,6.2
4239,656,8,6,3,100.6,3,7.6
4240,656,9,5,0,,3,6.6
4241,657,1,1,1,39.6,0,0.9
4242,657,2,0,0,,0,6.2
4243,657,3,0,0,,0,2.1
4244,657,4,2,1,59.9,1,4.9
4245,658,1,3,0,,1,4.6
4246,658,2,5,3,101.5,0,5.4
4247,658,3,0,0,,2,6.4
4248,658,4,3,0,,1,3.0
4249,658,5,6,4,74.9,1,3.4
4250,658,6,0,3,81.0,0,7.3
4251,658,7,2,4,82.1,4,4.7
4252,658,8,6,3,79.1,1,7.6
4253,658,9,6,1,92.2,0,8.2
4254,658,10,3,0,,2,5.7
4255,659,1,6,0,,3,7.5
4256,659,2,2,4,91.5,4,4.4
4257,659,3,5,4,76.8,1,5.1
4258,659,4,1,3,81.7,4,8.8
4259,659,5,3,1,102.2,2,9.0
4260,659,6,4,1,85.0,2,3.7
4261,659,7,5,2,67.1,0,11.8
4262,659,8,1,4,92.6,3,1.8
4263,659,9,6,0,,1,8.1
4264,659,10,1,1,84.1,3,3.4
4265,659,11,1,4,90.4,3,7.4
4266,660,1,3,3,96.4,3,5.0
4267,660,2,5,3,97.4,3,5.5
4268,660,3,1,3,90.6,3,4.9
4269,660,4,1,0,,3,3.9
4270,660,5,4,3,108.2,3,5.2
4271,660,6,2,4,93.0,2,6.9
4272,660,7,5,2,90.1,2,6.6
4273,661,1,1,0,,0,3.3
4274,661,2,2,2,52.4,0,5.6
4275,661,3,1,1,36.5,1,5.1
4276,661,4,1,1,48.6,0,4.5
4277,661,5,1,2,44.5,0,0.0
4278,662,1,1,0,,0,5.5
4279,662,2,0,4,103.8,1,5.2
4280,662,3,1,3,94.0,4,1.1
4281,662,4,3,4,82.2,1,6.3
4282,662,5,5,0,,3,5.9
4283,662,6,3,4,72.0,1,3.1
4284,662,7,6,0,,4,5.4
4285,662,8,2,3,107.5,1,6.5
4286,662,9,2,0,,4,4.2
4287,662,10,2,0,,4,5.1
4288,663,1,1,3,91.0,3,5.5
4289,663,2,1,3,98.1,4,5.2
4290,663,3,2,0,,2,7.0
4291,663,4,2,2,77.6,2,4.5
4292,663,5,4,2,83.5,2,6.5
4293,663,6,5,3,93.2,2,6.6
4294,663,7,2,1,85.6,4,6.3
4295,663,8,3,0,,3,6.0
4296,664,1,4,1,75.6,1,2.1
4297,664,2,4,4,100.2,3,5.4
4298,664,3,5,0,,0,3.0
4299,664,4,0,3,102.7,0,6.2
4300,664,5,1,4,86.9,3,8.9
4301,664,6,3,0,,1,7.5
4302,664,7,6,4,92.0,2,5.2
4303,664,8,6,2,88.4,1,3.0
4304,664,9,6,1,75.1,2,5.2
4305,665,1,2,3,94.5,3,6.7
4306,665,2,4,4,92.4,1,8.4
4307,665,3,0,4,79.2,3,8.9
4308,665,4,4,4,86.3,2,8.9
4309,665,5,0,3,97.1,4,10.4
4310,665,6,0,0,,2,10.1
4311,665,7,3,2,89.5,0,9.2
4312,665,8,0,4,94.6,4,4.8
4313,665,9,3,2,91.9,2,4.8
4314,665,10,6,3,93.7,4,9.2
4315,665,11,4,2,96.3,3,5.8
4316,666,1,0,0,,0,0.4
4317,666,2,2,0,,1,4.0
4318,666,3,2,1,39.9,1,2.7
4319,666,4,1,0,,0,3.9
4320,667,1,4,0,,3,6.2
4321,667,2,0,1,72.7,4,6.3
4322,667,3,5,4,90.1,3,3.9
4323,667,4,6,4,90.4,0,6.5
4324,667,5,4,4,91.1,4,8.4
4325,667,6,1,3,81.5,3,6.1
4326,668,1,6,4,96.2,4,6.5
4327,668,2,4,2,93.9,3,4.2
4328,668,3,6,0,,1,6.3
4329,668,4,2,2,91.5,0,2.7
4330,668,5,1,3,99.9,1,5.7
4331,668,6,0,1,101.7,2,8.3
4332,668,7,2,1,99.2,3,5.4
4333,668,8,1,1,111.9,0,6.3
4334,668,9,3,2,90.5,3,5.4
4335,668,10,1,2,100.3,1,7.2
4336,669,1,1,1,50.0,0,0.0
4337,669,2,1,0,,1,2.1
4338,669,3,2,0,,0,3.9
4339,669,4,2,2,38.9,0,5.4
4340,669,5,3,0,,0,2.1
4341,669,6,2,2,52.9,0,4.5
4342,670,1,0,0,,1,2.2
4343,670,2,0,1,49.5,0,4.3
4344,671,1,1,2,92.7,3,7.8
4345,671,2,0,2,75.9,3,5.8
4346,671,3,4,2,89.3,0,3.6
4347,671,4,5,3,86.3,0,7.9
4348,671,5,3,2,75.8,2,6.7
4349,671,6,2,1,77.0,0,3.6
4350,671,7,4,1,95.8,3,4.8
4351,671,8,2,0,,2,4.8
4352,671,9,1,1,77.3,3,4.0
4353,671,10,4,2,79.0,1,4.6
4354,672,1,6,3,107.4,0,5.2
4355,672,2,5,0,,1,5.0
4356,672,3,3,4,98.8,3,3.8
4357,672,4,3,3,77.0,1,8.3
4358,672,5,3,0,,2,5.9
4359,672,6,6,4,79.1,1,4.9
4360,672,7,1,4,76.1,0,4.4
4361,672,8,5,0,,1,4.7
4362,673,1,1,4,79.0,4,4.3
4363,673,2,2,0,,1,4.3
4364,673,3,6,2,86.8,3,3.7
4365,673,4,5,2,103.2,1,6.6
4366,674,1,2,3,83.9,1,4.1
4367,674,2,1,1,87.4,2,8.3
4368,674,3,4,1,87.0,3,5.6
4369,674,4,0,0,,4,7.9
4370,674,5,2,4,99.5,4,3.1
4371,674,6,5,0,,3,7.3
4372,674,7,1,1,82.7,3,6.9
4373,674,8,6,4,100.6,1,4.2
4374,675,1,6,2,85.9,4,7.3
4375,675,2,6,3,95.1,1,5.6
4376,675,3,4,2,79.8,2,9.0
4377,675,4,5,1,80.9,4,3.7
4378,675,5,0,2,94.6,1,3.4
4379,675,6,5,2,89.9,3,1.9
4380,675,7,0,4,98.7,1,2.6
4381,675,8,2,3,96.3,3,8.1
4382,675,9,6,4,96.6,4,6.2
4383,675,10,1,2,100.8,2,9.6
4384,676,1,0,1,28.3,0,3.6
4385,677,1,2,2,89.6,3,4.6
4386,677,2,0,2,83.2,4,6.4
4387,677,3,3,2,83.5,3,5.7
4388,677,4,4,0,,0,8.1
4389,678,1,0,2,42.3,0,2.4
4390,678,2,2,0,,1,2.1
4391,678,3,1,1,54.6,0,4.7
4392,678,4,3,0,,0,1.8
4393,679,1,0,0,,1,4.2
4394,679,2,0,2,26.5,0,4.9
4395,679,3,1,2,38.0,0,0.5
4396,679,4,2,0,,0,1.2
4397,680,1,5,3,95.2,0,3.5
4398,680,2,5,2,91.3,4,8.6
4399,680,3,1,1,85.7,4,10.1
4400,680,4,6,2,76.3,0,1.6
4401,680,5,0,4,91.3,3,10.4
4402,680,6,1,1,102.9,1,7.2
4403,680,7,4,2,93.0,1,6.6
4404,680,8,6,2,89.3,0,3.6
4405,681,1,3,0,,0,4.4
4406,681,2,1,3,70.2,1,5.5
4407,681,3,0,3,75.8,4,7.9
4408,681,4,0,3,89.8,2,5.1
4409,681,5,0,0,,4,6.1
4410,681,6,3,0,,0,1.9
4411,681,7,5,1,84.4,1,8.0
4412,681,8,4,1,80.2,1,7.7
4413,681,9,4,4,93.2,3,2.1
4414,682,1,1,0,,0,4.0
4415,682,2,0,1,18.9,0,3.5
4416,683,1,4,0,,2,4.8
4417,683,2,3,0,,0,8.5
4418,683,3,4,3,81.2,1,4.1
4419,683,4,2,3,67.5,2,4.3
4420,684,1,3,4,75.8,4,4.9
4421,684,2,6,2,87.4,2,5.7
4422,684,3,1,4,94.0,1,5.9
4423,684,4,5,4,85.5,2,4.6
4424,684,5,3,3,95.3,1,5.3
4425,684,6,5,4,87.6,3,8.0
4426,684,7,4,0,,4,6.5
4427,684,8,0,3,83.8,2,3.6
4428,685,1,3,3,96.5,4,6.1
4429,685,2,4,1,87.0,4,10.7
4430,685,3,4,3,86.9,3,6.1
4431,685,4,2,3,96.4,3,8.0
4432,685,5,6,2,93.5,2,6.2
4433,685,6,6,3,96.5,1,5.6
4434,686,1,1,0,,0,1.6
4435,687,1,0,0,,0,0.0
4436,688,1,4,2,64.8,2,6.4
4437,688,2,0,2,75.7,0,5.2
4438,688,3,4,3,82.8,1,4.9
4439,688,4,1,3,102.0,3,3.2
4440,688,5,5,2,73.5,0,5.3
4441,688,6,0,3,75.8,1,5.5
4442,688,7,4,0,,0,6.7
4443,689,1,6,3,95.6,2,3.2
4444,689,2,4,3,82.2,2,6.5
4445,689,3,6,1,75.2,2,7.7
4446,689,4,4,4,95.3,3,5.7
4447,689,5,6,1,86.7,1,7.5
4448,689,6,1,2,91.5,3,7.0
4449,689,7,4,4,90.6,2,3.5
4450,689,8,0,1,89.9,4,7.9
4451,689,9,5,4,99.9,1,10.7
4452,689,10,0,2,79.4,3,6.8
4453,689,11,3,0,,4,7.7
4454,689,12,3,2,99.1,2,5.0
4455,689,13,3,0,,1,2.4
4456,689,14,0,3,88.5,1,6.7
4457,690,1,2,2,86.0,0,8.3
4458,690,2,0,3,103.0,2,7.7
4459,690,3,1,3,91.8,3,4.7
4460,690,4,2,2,89.7,3,4.9
4461,690,5,0,0,,2,6.1
4462,690,6,2,3,101.6,1,2.8
4463,691,1,0,3,86.7,1,6.0
4464,691,2,0,2,84.8,4,5.5
4465,691,3,2,1,63.5,1,7.5
4466,691,4,4,1,81.8,0,6.1
4467,691,5,1,1,94.5,1,6.8
4468,692,1,2,0,,3,8.0
4469,692,2,3,2,91.1,3,9.0
4470,692,3,3,3,91.2,1,9.3
4471,692,4,6,1,116.6,0,6.8
4472,692,5,5,4,85.3,1,8.7
4473,692,6,1,4,102.9,3,7.6
4474,692,7,3,4,80.7,2,6.1
4475,692,8,2,1,84.7,4,7.1
4476,692,9,2,2,108.8,4,8.1
4477,693,1,0,1,94.3,2,8.8
4478,693,2,1,2,74.0,4,5.6
4479,693,3,4,0,,0,8.9
4480,693,4,6,3,86.9,2,10.3
4481,693,5,1,0,,0,9.0
4482,693,6,6,3,90.0,0,3.8
4483,693,7,3,0,,2,3.0
4484,693,8,1,3,84.2,2,4.3
4485,693,9,0,3,81.3,2,2.0
4486,693,10,5,4,79.1,2,4.6
4487,694,1,1,1,25.9,0,1.2
4488,694,2,1,1,20.2,0,1.5
4489,695,1,6,1,94.9,0,8.6
4490,695,2,5,3,92.9,0,5.2
4491,695,3,0,0,,0,8.4
4492,695,4,2,2,96.8,4,7.7
4493,695,5,1,1,88.2,3,8.3
4494,695,6,1,0,,2,5.6
4495,695,7,4,4,90.7,4,6.0
4496,695,8,3,0,,3,6.7
4497,695,9,2,3,68.5,4,9.8
4498,696,1,1,0,,1,6.1
4499,696,2,1,1,66.4,0,2.2
4500,696,3,1,0,,1,4.0
4501,696,4,3,2,28.5,1,1.2
4502,697,1,0,3,87.0,1,4.8
4503,697,2,5,3,116.0,3,6.2
4504,697,3,4,2,79.5,4,7.4
4505,697,4,6,4,86.8,4,6.3
4506,697,5,2,4,66.5,4,6.8
4507,697,6,3,3,101.9,4,3.2
4508,698,1,1,1,42.2,1,2.1
4509,698,2,2,1,26.4,1,0.0
4510,699,1,4,0,,4,8.3
4511,699,2,5,2,82.9,4,3.0
4512,699,3,3,2,100.4,2,4.0
4513,699,4,2,0,,1,2.6
4514,699,5,2,4,96.7,0,6.3
4515,699,6,0,2,78.6,1,4.7
4516,699,7,4,2,88.7,3,4.9
4517,699,8,4,0,,1,5.4
4518,699,9,3,4,70.1,4,9.7
4519,699,10,0,2,90.9,1,5.5
4520,699,11,3,1,106.9,2,7.2
4521,700,1,0,2,77.5,0,1.2
4522,700,2,3,2,57.1,1,4.3
4523,700,3,3,1,70.8,1,2.2
4524,700,4,3,1,44.2,0,3.2
4525,701,1,2,1,48.8,0,3.2
4526,701,2,0,1,41.2,1,5.9
4527,702,1,6,0,,3,5.2
4528,702,2,0,2,89.8,3,10.2
4529,702,3,6,2,87.0,4,10.8
4530,702,4,4,1,91.3,2,5.7
4531,703,1,3,0,,2,5.5
4532,703,2,0,0,,2,1.2
4533,703,3,1,0,,2,3.0
4534,703,4,1,2,61.4,0,5.4
4535,704,1,5,4,93.0,0,5.3
4536,704,2,0,3,90.2,2,6.4
4537,704,3,3,2,91.7,0,0.8
4538,704,4,4,1,90.7,4,5.3
4539,704,5,4,2,82.3,4,9.6
4540,704,6,1,2,86.5,4,7.0
4541,704,7,1,3,82.2,2,4.4
4542,704,8,0,2,77.1,2,4.3
4543,704,9,4,0,,4,4.4
4544,704,10,0,1,98.1,4,7.5
4545,704,11,1,3,92.5,0,4.5
4546,705,1,1,1,36.7,0,1.2
4547,706,1,4,3,81.6,3,6.1
4548,706,2,4,1,92.0,1,2.8
4549,706,3,2,2,110.1,0,6.5
4550,706,4,4,4,89.7,0,6.5
4551,706,5,6,0,,1,4.5
4552,706,6,5,3,91.5,0,7.2
4553,706,7,1,4,87.2,2,6.7
4554,706,8,0,0,,2,6.6
4555,706,9,4,1,92.9,0,6.2
4556,706,10,3,4,74.7,1,6.2
4557,707,1,2,0,,0,3.0
4558,707,2,2,1,28.6,0,1.2
4559,708,1,1,1,52.3,0,0.6
4560,708,2,2,1,48.1,1,4.5
4561,708,3,2,1,47.0,0,0.0
4562,708,4,1,1,38.1,0,1.9
4563,709,1,2,0,,0,1.8
4564,709,2,2,1,39.9,0,5.8
4565,710,1,5,1,80.8,1,2.7
4566,710,2,2,3,95.7,3,2.8
4567,710,3,2,2,73.3,4,7.3
4568,710,4,5,0,,1,4.6
4569,711,1,2,2,90.4,2,4.7
4570,711,2,6,2,85.2,4,5.2
4571,711,3,2,0,,3,4.1
4572,711,4,3,1,94.2,3,8.4
4573,711,5,5,3,96.6,4,7.2
4574,711,6,1,2,108.8,3,3.3
4575,711,7,3,3,88.6,0,9.2
4576,711,8,3,2,94.1,1,6.8
4577,711,9,3,1,85.7,1,4.2
4578,711,10,6,0,,2,8.0
4579,712,1,2,2,97.1,2,6.4
4580,712,2,3,1,69.3,0,2.7
4581,712,3,1,1,81.4,2,6.2
4582,712,4,3,3,53.5,3,2.4
4583,713,1,2,1,32.7,1,1.6
4584,713,2,0,0,,0,1.3
4585,713,3,2,1,29.8,0,2.9
4586,714,1,5,1,85.8,1,8.0
4587,714,2,3,4,86.1,0,6.1
4588,714,3,5,1,90.6,4,4.0
4589,714,4,1,0,,4,5.2
4590,714,5,4,4,92.0,3,7.6
4591,714,6,4,0,,3,6.3
4592,714,7,1,2,79.5,1,5.8
4593,715,1,2,3,108.2,4,7.0
4594,715,2,1,3,104.3,4,6.9
4595,715,3,3,4,80.8,2,3.0
4596,715,4,4,3,88.3,3,6.8
4597,715,5,4,4,82.4,1,5.1
4598,715,6,5,0,,2,8.3
4599,715,7,2,3,92.8,4,4.7
4600,715,8,4,2,90.1,2,9.6
4601,715,9,6,3,78.0,1,7.7
4602,716,1,4,1,90.8,1,9.4
4603,716,2,2,3,84.9,0,5.6
4604,716,3,1,3,93.0,4,8.2
4605,716,4,6,2,99.3,0,6.6
4606,716,5,1,4,70.8,4,8.3
4607,716,6,2,3,86.7,2,6.0
4608,716,7,6,2,85.4,2,7.7
4609,716,8,5,3,82.4,2,3.5
4610,717,1,1,2,45.4,0,8.2
4611,717,2,0,1,57.7,1,3.4
4612,717,3,1,1,50.4,1,4.4
4613,717,4,0,0,,0,2.8
4614,718,1,6,4,98.7,2,6.8
4615,718,2,2,1,91.3,1,7.6
4616,718,3,4,3,76.4,3,0.5
4617,718,4,1,3,107.3,4,5.8
4618,718,5,2,1,87.1,1,6.3
4619,718,6,3,0,,4,6.9
4620,718,7,4,0,,3,7.8
4621,718,8,1,4,92.6,0,4.2
4622,718,9,6,2,88.3,4,7.0
4623,719,1,6,0,,3,5.5
4624,719,2,3,2,92.0,0,6.4
4625,719,3,0,4,90.2,1,1.7
4626,719,4,0,3,79.5,2,5.3
4627,719,5,6,1,92.1,3,5.1
4628,719,6,1,1,97.2,4,6.4
4629,719,7,1,3,86.4,1,9.5
4630,719,8,3,3,81.5,0,7.1
4631,719,9,1,1,91.3,3,6.8
4632,719,10,2,2,79.6,1,5.9
4633,719,11,2,3,85.8,3,7.6
4634,719,12,3,1,101.8,3,4.2
4635,720,1,0,0,,0,3.8
4636,720,2,2,0,,0,0.8
4637,721,1,1,0,,0,0.7
4638,721,2,0,0,,0,1.2
4639,722,1,0,0,,2,6.4
4640,722,2,5,2,87.5,2,5.9
4641,722,3,0,0,,4,6.3
4642,722,4,6,2,98.0,1,6.3
4643,723,1,2,0,,3,6.2
4644,723,2,3,3,82.2,0,5.3
4645,723,3,6,3,85.7,0,7.6
4646,723,4,3,0,,0,3.1
4647,723,5,6,1,81.6,4,8.6
4648,724,1,1,0,,0,0.5
4649,724,2,0,1,42.6,0,0.0
4650,725,1,1,1,43.7,1,2.4
4651,725,2,2,1,54.1,1,3.3
4652,725,3,1,0,,1,0.0
4653,725,4,1,1,35.2,0,0.8
4654,726,1,5,1,75.7,3,7.8
4655,726,2,6,0,,0,3.8
4656,726,3,6,0,,0,5.1
4657,726,4,0,4,103.3,3,3.7
4658,726,5,6,0,,4,4.4
4659,726,6,6,4,79.2,0,6.3
